model_answer,serial_number
"{""columns"":[""Overall""],""methods"":[""Standard Deviation"",""Range"",""Quartile"",""Skewness"",""Kurtosis""]}",586
"{""columns"":[""India"",""China""],""methods"":[""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",587
"{""columns"":[""farmprice""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test""]}",588
"{""columns"":[""absences""],""methods"":[""Median""]}",589
"{""columns"":[""Pakistan"",""China"",""Year""],""methods"":[""Descriptive Statistics: Standard Deviation"",""Variance Test: F-Test for Variance"",""Variance Test: Levene Test"",""Variance Test: Bartlett Test"",""Variance Test: Mood Variance Test""]}",590
"{""columns"":[""Japan"",""India""],""methods"":[""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",591
"{""columns"":[""Fedu""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Skewness"",""Kurtosis""]}",592
"{""columns"":[""Indonesia"",""Bangladesh"",""Year""],""methods"":[""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",593
"{""columns"":[""Overall"",""Release Clause""],""methods"":[""Levene Test"",""Bartlett Test"",""Mood Variance Test"",""F-Test for Variance""]}",594
"{""columns"":[""work_type"",""smoking_status""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",595
"{""columns"":[""# of Individuals Assisted in Pursuing Citizenship""],""methods"":[""Standard Deviation""]}",596
"{""columns"":[""Japan""],""methods"":[""Standard Deviation""]}",597
"{""columns"":[""hasGender"",""isLegendary""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",598
"{""columns"":[""APR""],""methods"":[""Standard Deviation""]}",599
"{""columns"":[""torque(Nm)""],""methods"":[""Kolmogorov-Smirnov Test for Exponential distribution""]}",600
"{""columns"":[""MntSweetProducts""],""methods"":[""Range"",""Mean"",""Median"",""Mode"",""Quartile"",""Standard Deviation"",""Skewness"",""Kurtosis""]}",601
"{""columns"":[""Number of trees sold"",""Average Tree Price"",""Year""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Partial Correlation Coefficient""]}",602
"{""columns"":[""Duration""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test""]}",603
"{""columns"":[""Total Library Visitors""],""methods"":[""Shapiro-Wilk Test of Normality"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Anderson-Darling Test"",""Skewness"",""Kurtosis""]}",604
"{""columns"":[""family_history_with_overweight"",""FAVC""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test""]}",605
"{""columns"":[""Real Face"",""Body Type""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",606
"{""columns"":[""Wage"",""Release Clause""],""methods"":[""Mood Variance Test"",""Levene Test"",""Bartlett Test"",""F-Test for Variance""]}",607
"{""columns"":[""Oldpeak""],""methods"":[""Range""]}",608
"{""columns"":[""Research Quality Score"",""Teaching Score""],""methods"":[""Descriptive Statistics: Standard Deviation"",""Descriptive Statistics: Range"",""Descriptive Statistics: Quartile"",""Variance Test: Levene Test"",""Variance Test: Bartlett Test"",""Variance Test: F-Test for Variance"",""Variance Test: Mood Variance Test""]}",609
"{""columns"":[""math score""],""methods"":[""Shapiro-Wilk Test of Normality"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Anderson-Darling Test""]}",610
"{""columns"":[""Fedu""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Skewness"",""Kurtosis""]}",611
"{""columns"":[""ALCOHOL CONSUMING"",""LUNG_CANCER"",""CHRONIC DISEASE""],""methods"":[""Mantel-Haenszel Test"",""Chi-square Independence Test"",""Fisher Exact Test""]}",612
"{""columns"":[""SHORTNESS OF BREATH"",""CHEST PAIN"",""GENDER""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",613
"{""columns"":[""APR""],""methods"":[""Mean""]}",614
"{""columns"":[""internet"",""romantic"",""school""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",615
"{""columns"":[""bmi""],""methods"":[""Kurtosis"",""Mean"",""Median"",""Mode"",""Standard Deviation"",""Skewness"",""Range"",""Quartile""]}",616
"{""columns"":[""happyScore"",""median_income""],""methods"":[""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",617
"{""columns"":[""Death Age : 21-50 ""],""methods"":[""Kolmogorov-Smirnov Test for Gamma distribution""]}",618
"{""columns"":[""price(in lakhs)""],""methods"":[""Range"",""Mean"",""Median"",""Quartile"",""Standard Deviation"",""Skewness"",""Kurtosis""]}",619
"{""columns"":[""Nigeria"",""Year""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Mean"",""Median"",""Standard Deviation"",""Skewness"",""Kurtosis""]}",620
"{""columns"":[""Research Environment Score"",""International Outlook"",""Research Quality Score""],""methods"":[""Partial Correlation Coefficient"",""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",621
"{""columns"":[""Overall"",""Height""],""methods"":[""Levene Test"",""Bartlett Test"",""Mood Variance Test"",""F-Test for Variance""]}",622
"{""columns"":[""ANU""],""methods"":[""Quartile""]}",623
"{""columns"":[""FAVC"",""NObeyesdad""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",624
"{""columns"":[""runtime"",""imdb_votes""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",625
"{""columns"":[""mileage(kmpl)""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Skewness"",""Kurtosis""]}",626
"{""columns"":[""MaxHR""],""methods"":[""Mean""]}",627
"{""columns"":[""Review #""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test""]}",628
"{""columns"":[""Defense"",""Catch_Rate""],""methods"":[""Range"",""Quartile"",""Standard Deviation"",""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",629
"{""columns"":[""Pstatus"",""guardian""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",630
"{""columns"":[""smoking_status"",""stroke""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",631
"{""columns"":[""Recency""],""methods"":[""Kolmogorov-Smirnov Test for Exponential distribution""]}",632
"{""columns"":[""GRE Score""],""methods"":[""Quartile""]}",633
"{""columns"":[""Kidhome"",""Teenhome"",""NumWebPurchases""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Mean"",""Median"",""Mode"",""Range"",""Quartile"",""Standard Deviation"",""Skewness"",""Kurtosis""]}",634
"{""columns"":[""Walc""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Descriptive Statistics: Mean"",""Descriptive Statistics: Median"",""Descriptive Statistics:Standard Deviation"",""Descriptive Statistics: Skewness"",""Descriptive Statistics: Kurtosis""]}",635
"{""columns"":[""WHEEZING"",""CHEST PAIN"",""ALLERGY ""],""methods"":[""Mantel-Haenszel Test"",""Chi-square Independence Test"",""Fisher Exact Test""]}",636
"{""columns"":[""NumWebVisitsMonth"",""MntFruits"",""NumDealsPurchases""],""methods"":[""Partial Correlation Coefficient"",""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",637
"{""columns"":[""Height"",""CH2O""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",638
"{""columns"":[""ALLERGY ""],""methods"":[""Descriptive Statistics: Mode""]}",639
"{""columns"":[""Research Quality Score""],""methods"":[""Quartile""]}",640
"{""columns"":[""Nigeria"",""Bangladesh""],""methods"":[""Standard Deviation"",""Range"",""Quartile"",""F-Test for Variance"",""Levene Test"",""Bartlett Test"",""Mood Variance Test""]}",641
"{""columns"":[""# of Individuals Assisted in Pursuing Citizenship""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Skewness"",""Kurtosis""]}",642
"{""columns"":[""GENDER"",""SWALLOWING DIFFICULTY""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test""]}",643
"{""columns"":[""JAN""],""methods"":[""Range""]}",644
"{""columns"":[""CH2O""],""methods"":[""Quartile""]}",645
"{""columns"":[""Review"",""North America"",""Rank""],""methods"":[""Partial Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",646
"{""columns"":[""Attack method: Hostage Taking (Barricade Incident)""],""methods"":[""Mean"",""Median"",""Mode"",""Standard Deviation"",""Range"",""Quartile""]}",647
"{""columns"":[""PEER_PRESSURE"",""SWALLOWING DIFFICULTY"",""GENDER""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",648
"{""columns"":[""Average Tree Price"",""Sales""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",649
"{""columns"":[""Calories Burn"",""Heart Rate""],""methods"":[""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",650
"{""columns"":[""activities"",""nursery"",""famsize""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",651
"{""columns"":[""NumCatalogPurchases""],""methods"":[""Standard Deviation""]}",652
"{""columns"":[""experience_level"",""company_size""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test""]}",653
"{""columns"":[""losangelesretail"",""newyorkretail""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",654
"{""columns"":[""Philippines"",""China"",""Year""],""methods"":[""Descriptive Statistics: Standard Deviation"",""Descriptive Statistics: Range"",""Descriptive Statistics: Quartile"",""Variance Test: F-Test for Variance"",""Variance Test: Levene Test"",""Variance Test: Bartlett Test"",""Variance Test: Mood Variance Test""]}",655
"{""columns"":[""Attack method: Facility/Infrastructure Attack""],""methods"":[""Median""]}",656
"{""columns"":[""chicagoretail""],""methods"":[""Kolmogorov-Smirnov Test for Exponential distribution""]}",657
"{""columns"":[""SMOKE"",""SCC""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",658
"{""columns"":[""G1""],""methods"":[""Kolmogorov-Smirnov Test for Uniform distribution""]}",659
"{""columns"":[""Terrorism deaths""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Mean"",""Median"",""Mode"",""Range"",""Quartile"",""Standard Deviation"",""Skewness"",""Kurtosis"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",660
"{""columns"":[""Mjob"",""guardian""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",661
"{""columns"":[""AUG""],""methods"":[""Standard Deviation""]}",662
"{""columns"":[""Medu""],""methods"":[""Descriptive Statistics: Median""]}",663
"{""columns"":[""absences"",""freetime"",""goout""],""methods"":[""Partial Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Pearson Correlation Coefficient""]}",664
"{""columns"":[""Sp_Def""],""methods"":[""Kolmogorov-Smirnov Test for Exponential distribution""]}",665
"{""columns"":[""ANXIETY"",""SWALLOWING DIFFICULTY"",""YELLOW_FINGERS""],""methods"":[""Mantel-Haenszel Test"",""Partial Correlation Coefficient"",""Chi-square Independence Test"",""Fisher Exact Test""]}",666
"{""columns"":[""famsup"",""paid"",""schoolsup""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",667
"{""columns"":[""F2019""],""methods"":[""Median""]}",668
"{""columns"":[""happyScore"",""GDP""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",669
"{""columns"":[""Terrorism deaths""],""methods"":[""Descriptive Statistics: Range""]}",670
"{""columns"":[""PH-121""],""methods"":[""Mode""]}",671
"{""columns"":[""CHRONIC DISEASE"",""LUNG_CANCER"",""YELLOW_FINGERS""],""methods"":[""Mantel-Haenszel Test"",""Chi-square Independence Test"",""Fisher Exact Test""]}",672
"{""columns"":[""Vietnam"",""Bangladesh""],""methods"":[""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",673
"{""columns"":[""Overall""],""methods"":[""Quartile""]}",674
"{""columns"":[""China"",""Year""],""methods"":[""Median""]}",675
"{""columns"":[""COUGHING"",""SWALLOWING DIFFICULTY"",""SMOKING""],""methods"":[""Mantel-Haenszel Test"",""Chi-square Independence Test"",""Fisher Exact Test""]}",676
"{""columns"":[""nursery"",""romantic"",""schoolsup""],""methods"":[""Mantel-Haenszel Test"",""Chi-square Independence Test"",""Fisher Exact Test""]}",677
"{""columns"":[""Height_m""],""methods"":[""Standard Deviation""]}",678
"{""columns"":[""F2020""],""methods"":[""Mean""]}",679
"{""columns"":[""school"",""Mjob""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test""]}",680
"{""columns"":[""Calories Burn"",""Dream Weight""],""methods"":[""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",681
"{""columns"":[""G2"",""absences"",""famrel""],""methods"":[""Partial Correlation Coefficient"",""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",682
"{""columns"":[""Tenure""],""methods"":[""Mean""]}",683
"{""columns"":[""Actual Weight"",""Age""],""methods"":[""Mood Variance Test"",""Levene Test"",""Bartlett Test"",""F-Test for Variance""]}",684
"{""columns"":[""New Cardholders"",""# of Individuals Assisted in Pursuing Citizenship""],""methods"":[""Kolmogorov-Smirnov Test""]}",685
"{""columns"":[""math score""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Skewness"",""Kurtosis""]}",686
"{""columns"":[""Number of trees sold"",""Sales""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",687
"{""columns"":[""Hours Viewed""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Mean"",""Median"",""Standard Deviation"",""Skewness"",""Kurtosis"",""Quartile""]}",688
"{""columns"":[""Overall"",""Release Clause""],""methods"":[""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",689
"{""columns"":[""LOR "",""CGPA""],""methods"":[""F-Test for Variance"",""Levene Test"",""Bartlett Test"",""Mood Variance Test""]}",690
"{""columns"":[""CH2O""],""methods"":[""Kolmogorov-Smirnov Test for Gamma distribution""]}",691
"{""columns"":[""work_year"",""salary""],""methods"":[""Standard Deviation"",""Range"",""Quartile"",""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",692
"{""columns"":[""F2016"",""Country"",""Industry"",""Gas_Type""],""methods"":[""Mean"",""Median"",""Mode"",""Range"",""Quartile"",""Standard Deviation"",""Skewness"",""Kurtosis"",""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Kolmogorov-Smirnov Test"",""Levene Test"",""Bartlett Test"",""Mood Variance Test"",""F-Test for Variance""]}",693
"{""columns"":[""Height"",""Weight""],""methods"":[""Mean"",""Median"",""Standard Deviation"",""Shapiro-Wilk Test of Normality"",""Kolmogorov-Smirnov Test for Normality"",""Anderson-Darling Test"",""Spearman Correlation Coefficient"",""Pearson Correlation Coefficient"",""Kendall Correlation Coefficient"",""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",694
"{""columns"":[""mileage(kmpl)"",""max_power(bhp)""],""methods"":[""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",695
"{""columns"":[""Defense""],""methods"":[""Median""]}",696
"{""columns"":[""New Cardholders""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Descriptive Statistics: Skewness"",""Descriptive Statistics: Kurtosis""]}",697
"{""columns"":[""Age"",""Release Clause""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",698
"{""columns"":[""G2"",""Medu"",""health""],""methods"":[""Partial Correlation Coefficient"",""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",699
"{""columns"":[""AGE""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Skewness"",""Kurtosis""]}",700
"{""columns"":[""Age"",""Weight""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",701
"{""columns"":[""Teenhome""],""methods"":[""Quartile"",""Range"",""Mean"",""Median"",""Mode"",""Standard Deviation"",""Skewness"",""Kurtosis""]}",702
"{""columns"":[""Average Tree Price"",""Sales""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",703
"{""columns"":[""Sp_Def"",""Speed""],""methods"":[""Mood Variance Test"",""Levene Test"",""Bartlett Test"",""F-Test for Variance""]}",704
"{""columns"":[""ChestPainType"",""ST_Slope""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",705
"{""columns"":[""Nigeria"",""Indonesia"",""Year""],""methods"":[""F-Test for Variance"",""Levene Test"",""Bartlett Test"",""Mood Variance Test""]}",706
"{""columns"":[""MAY"",""AUG""],""methods"":[""Mood Variance Test"",""Levene Test"",""Bartlett Test"",""F-Test for Variance""]}",707
"{""columns"":[""FCVC""],""methods"":[""Descriptive Statistics: Median""]}",708
"{""columns"":[""Sex"",""ExerciseAngina""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",709
"{""columns"":[""Student_Age""],""methods"":[""Skewness""]}",710
"{""columns"":[""Attack method: Facility/Infrastructure Attack""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test""]}",711
"{""columns"":[""Pakistan"",""India"",""Year""],""methods"":[""F-Test for Variance"",""Levene Test"",""Bartlett Test"",""Mood Variance Test""]}",712
"{""columns"":[""SOP"",""LOR ""],""methods"":[""Anderson-Darling Test"",""Kolmogorov-Smirnov Test""]}",713
"{""columns"":[""Attack method: Armed Assault"",""Attack method: Bombing/Explosion""],""methods"":[""Kolmogorov-Smirnov Test"",""Anderson-Darling Test""]}",714
"{""columns"":[""avg_income"",""median_income""],""methods"":[""Descriptive Statistics: Skewness"",""Descriptive Statistics: Kurtosis"",""Descriptive Statistics: Quartile"",""Descriptive Statistics: Range"",""Descriptive Statistics: Standard Deviation"",""Descriptive Statistics: Mean"",""Descriptive Statistics: Median"",""Distribution Compliance Test: Kolmogorov-Smirnov Test"",""Distribution Compliance Test: Anderson-Darling Test""]}",715
"{""columns"":[""engine(cc)"",""max_power(bhp)""],""methods"":[""F-Test for Variance"",""Levene Test"",""Bartlett Test"",""Mood Variance Test""]}",716
"{""columns"":[""Weight""],""methods"":[""Kurtosis""]}",717
"{""columns"":[""ANXIETY"",""SWALLOWING DIFFICULTY"",""SMOKING""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",718
"{""columns"":[""Fedu""],""methods"":[""Range""]}",719
"{""columns"":[""ever_married"",""work_type""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",720
"{""columns"":[""Speed"",""Weight_kg"",""Total""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Partial Correlation Coefficient""]}",721
"{""columns"":[""Philippines"",""Myanmar""],""methods"":[""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",722
"{""columns"":[""JAN""],""methods"":[""Standard Deviation""]}",723
"{""columns"":[""Average Tree Price"",""Sales""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",724
"{""columns"":[""SCC"",""SMOKE""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",725
"{""columns"":[""Age"",""NCP""],""methods"":[""Descriptive Statistics: Standard Deviation"",""Descriptive Statistics: Range"",""Descriptive Statistics: Quartile"",""Variance Test: Levene Test"",""Variance Test: Bartlett Test"",""Variance Test: Mood Variance Test"",""Variance Test: F-Test for Variance""]}",726
"{""columns"":[""Walc""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test""]}",727
"{""columns"":[""CHRONIC DISEASE"",""ALLERGY ""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",728
"{""columns"":[""writing score""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test""]}",729
"{""columns"":[""Dream Weight""],""methods"":[""Median""]}",730
"{""columns"":[""math score"",""writing score""],""methods"":[""Kolmogorov-Smirnov Test"",""Anderson-Darling Test""]}",731
"{""columns"":[""Walc""],""methods"":[""Quartile"",""Mean"",""Median"",""Mode"",""Range"",""Standard Deviation"",""Skewness"",""Kurtosis""]}",732
"{""columns"":[""studytime"",""G1""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",733
"{""columns"":[""Japan"",""Indonesia""],""methods"":[""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",734
"{""columns"":[""avg_glucose_level"",""bmi""],""methods"":[""Kolmogorov-Smirnov Test""]}",735
"{""columns"":[""avg_income"",""median_income""],""methods"":[""Kolmogorov-Smirnov Test""]}",736
"{""columns"":[""Teaching Score""],""methods"":[""Skewness""]}",737
"{""columns"":[""Tenure"",""Exited"",""Geography""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",738
"{""columns"":[""YELLOW_FINGERS"",""LUNG_CANCER""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",739
"{""columns"":[""Gender"",""MTRANS""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test""]}",740
"{""columns"":[""Total eMedia Circulation"",""# of Homeless Individuals Served at The Source""],""methods"":[""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",741
"{""columns"":[""NumWebPurchases"",""NumCatalogPurchases"",""NumDealsPurchases""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Partial Correlation Coefficient""]}",742
"{""columns"":[""Myanmar"",""China"",""Year""],""methods"":[""Standard Deviation"",""Range"",""Quartile"",""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",743
"{""columns"":[""Rest of World""],""methods"":[""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test""]}",744
"{""columns"":[""Vietnam"",""Year""],""methods"":[""Standard Deviation""]}",745
"{""columns"":[""# of Homeless Individuals Served at The Source"",""Total Library Visitors"",""Total Cardholders""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Partial Correlation Coefficient""]}",746
"{""columns"":[""Research Quality Score""],""methods"":[""Kurtosis""]}",747
"{""columns"":[""Pr_Male""],""methods"":[""Mean""]}",748
"{""columns"":[""Death Age 100+"",""Attack method: Armed Assault"",""Attack method: Hostage Taking (Barricade Incident)""],""methods"":[""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Partial Correlation Coefficient"",""Chi-square Independence Test"",""Mantel-Haenszel Test""]}",749
"{""columns"":[""Attack method: Hostage Taking (Barricade Incident)""],""methods"":[""Shapiro-Wilk Test of Normality"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Anderson-Darling Test"",""Skewness"",""Kurtosis""]}",750
"{""columns"":[""GRE Score""],""methods"":[""Shapiro-Wilk Test of Normality"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test"",""Anderson-Darling Test"",""Mean"",""Median"",""Standard Deviation"",""Skewness"",""Kurtosis""]}",751
"{""columns"":[""Total eMedia Circulation"",""# of Individuals Assisted in Pursuing Citizenship""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient""]}",752
"{""columns"":[""Attack method: Armed Assault"",""Attack method: Facility/Infrastructure Attack"",""Attack method: Hostage Taking (Barricade Incident)""],""methods"":[""Partial Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Pearson Correlation Coefficient""]}",753
"{""columns"":[""ALLERGY "",""SWALLOWING DIFFICULTY""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",754
"{""columns"":[""Duration""],""methods"":[""Quartile""]}",755
"{""columns"":[""ever_married"",""work_type""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",756
"{""columns"":[""Bangladesh""],""methods"":[""Kolmogorov-Smirnov Test for Uniform distribution""]}",757
"{""columns"":[""Philippines"",""India""],""methods"":[""Levene Test"",""Bartlett Test"",""F-Test for Variance"",""Mood Variance Test""]}",758
"{""columns"":[""Terrorism deaths"",""Death Age : 6-10 ""],""methods"":[""Kolmogorov-Smirnov Test""]}",759
"{""columns"":[""MntWines"",""MntFishProducts""],""methods"":[""Pearson Correlation Coefficient"",""Spearman Correlation Coefficient"",""Kendall Correlation Coefficient"",""Mean"",""Median"",""Range"",""Quartile"",""Standard Deviation"",""Skewness"",""Kurtosis"",""Shapiro-Wilk Test of Normality"",""Anderson-Darling Test"",""Kolmogorov-Smirnov Test for Normality"",""Lilliefors Test""]}",760
"{""columns"":[""Terrorist Death Type : Suicide"",""Attack method: Bombing/Explosion"",""Attack method: Assassination""],""methods"":[""Partial Correlation Coefficient"",""Spearman Correlation Coefficient"",""Pearson Correlation Coefficient"",""Kendall Correlation Coefficient""]}",761
"{""columns"":[""famsize"",""higher"",""sex""],""methods"":[""Chi-square Independence Test"",""Fisher Exact Test"",""Mantel-Haenszel Test""]}",762
